"HASH_1B09B600": "A doprdele." 
"WMPLAYER_ESCORT_SUBURBS_2": "No co, žádná tě ještě nenechala popást?"
"HMPLAYER_DRUG_HOTELS_4": "Jo, to byl sakra drasťák."
"HASH_3FAE7B0D": "Jak je ti?"
"HASH_06A7CD0D": "A co ty, kurvo? Budeš křičet?"
"HASH_8384D30D": "Zbláznil ses? Nech mě bejt!"
"HASH_01A0830E": "Cože, tys někoho podplatil?"
"HASH_A4A1970E": "Dobrý nápad."
"HASH_75267F0E": "Nejspíš ne."
"HASH_2B167D0E": "To je milé, Donnie, taky jsi mi chyběl."
"HASH_9F5A190E": "Dobrej nápad, jenom poprosíme někoho z našich o pomoc: (podívá se na mrtvé tělo) Hej, kámo, pomůžeš nám? Ne? (koukne opět na Gata) Myslím, že to musíme zvládnout sami."
"HASH_89B0850E": "Nemůže to počkat, Shaundi? Zrovna koukám na Bobbie a Amber."
"HASH_0734070E": "A kde ty chlapy sebereš?"
"HASH_8DC3810E": "To bylo naposled, co jste ponížili mojí rodinu!"
"HASH_2DFE150E": "Na samedijské území přiletěla skupina helikoptér, který tam něco shazujou."
"HASH_7B76310E": "Těší mě, že vás poznávám, pane Akudži. Přikročíme hned k věci?"
"HASH_B1F20F0E": "Ty mi tvrdíš, že chceš, aby byl Johnny Gat volný?"
"HASH_74CDD10F": "Cože, tys někoho podplatil?"
"HASH_32ED730F": "Ty pašuješ nafukovací erotické hračky?"
"HASH_3F4B030F": "Jo, striptýzovej klub Teinay - to byla klasa, tahle laciná špeluňka mu nesahá ani po kotníky."
"HASH_4887DB0F": "Jel jsem na letiště zajistit, aby se k nám Akudži-san v pořádku dostal. Když jsem zahlédl, jak se k terminálu blíží i vůdce Svatých, spěchal jsem do letadla, abych mohl tvého otce evakuovat. Členové jeho doprovodu pro něj rádi obětovali životy."
"HASH_2E69330F": "Máš recht."
"BMPLAYER_TORCH_DTOWN_2": "Řekni mi něco o tom projektu."
"HASH_BE8D4F10": "Poslouchám."
"WFPLAYER_FIGHT_PRISON_3": "pořádná šance, že tě někdo sejme nožem."
"HASH_107CAF10": "Žádný holky? A to je všechno, co ti brání?"
"HASH_1C2BB710": "Jo..."
"HASH_593B2310": "Nechceš mi náhodou něco říct?"
"HASH_05D52310": "V pohodě, Pierci."
"HASH_12BDF110": "Tak tohle byla blb-"
"HASH_A74C4310": "Oki, chlapi, uděláme to takhle. Vy hlídejte dveře a já jdu dovnitř pro prachy."
"HASH_FFEB4B10": "A donesli jste je sem?"
"HASH_02382911": "Hraním skeeballu."
"HASH_48158111": "Znáš někoho, kdo dělá v docích?"
"HASH_6511FD11": "Žádný holky? A to je všechno, co ti brání?"
"HASH_0C07CF11": "Překvapená, Aisho?"
"HASH_EAB37911": "To se uvidí... Jdeme, Carlosi..."
"HASH_9469D111": "Dostal jsi mě."
"HASH_2C567111": "Chceš mi něco říct?"
"WMPLAYER_SWEEP_REDLIGHT_6": "Potřebuju jméno vodhospodářský společnosti, co s ní má město smlouvu..."
"HASH_37FC4111": "Hlavně se postarej, ať se dostanu k Vogelovi."
"HASH_B805A111": "Moc mluvíš."
"HASH_F739D711": "Vítej na palubě!"
"HASH_BED6E511": "Nejsem nějaká naivní dvacítka, která se nechá oblbnout siláckýma řečičkama. Takže bych vám radil, pane Vogele, abyste nechal toho zastrašování."
"HASH_83816312": "Radioaktivní."
"HASH_01063112": "Jdeš jak na zavolanou."
"HASH_A0A02712": "Nemůžu se dovolat - pořád mu telefonujou nějací vlezlí novináři."
"HASH_249FD112": "Uklidni se, Troyi, se Svatýma je konec. Nesnaž se mě najít."
"BFPLAYER_SNATCH_DTOWN_6": "Snažím se jen říct, že máš spoustu práce a nemůžeš dávat pozor na každýho. Tak co kdybych ti ty tvý ztracený holky našel já?"
"HASH_746B6313": "Máš dobrý načasování..."
"HASH_D5B83113": "No, když pěkně poprosíme, tak určitě."
"HASH_F3CFCD13": "Jestli můžeš něco říct soudci, tak o tom radši hned začni přemýšlet."
"HASH_589E3D13": "Vzteklý křik"
"HASH_149D2914": "Pierci, poslouchej... Johnnyho složil jeden z Roninů."
"HASH_F7DEDF14": "Jejda."
"HASH_29F22314": "Fajn, můžem udělat nějakou škodu na ulici, ale musíme sebou hodit, nechci, aby o nás Ultor věděl dřív, než je nutné."
"HASH_601BD514": "Nevím, jestli bych použil zrovna slovo \"nejsnadnější\"."
"WMPLAYER_ESCORT_SUBURBS_6": "Takhle se mluví se zaměstnancem?"
"HASH_BDD1F314": "Kolik aut že to chceš?"
"HASH_5270BB14": "Víš vůbec, kolik platím za ochranu tohohle krámu?!"
"HASH_9C8D2F14": "Těžce dýchá"
"HASH_98FE2B14": "Žádný strach, otče, já to napravím."
"HASH_38C3BF14": "Nejspíš ne."
"HASH_61F07B15": "Pierci, poslouchej. Johnnyho složil jeden z Roninů."
"HASH_82B38D15": "Jejda."
"HASH_C9355F15": "Tohle bude dobrý..."
"HASH_4B8B1115": "Zrovna jsem s tím chtěl uhnout, pane Muellere, jsem velký fanda."
"BFPLAYER_FUZZ_SUBURBS_4": "Jako \"dobrý záběry\" ze zatýkání, nebo zmlácení polonahýho týpka, co skončí v dětským bazénu."
"BFPLAYER_FUZZ_PROJ_5": "Fajn že nesoudíš, jak dělám svou práci."
"HASH_6B16CD15": "Sorry."
"HASH_EFB7AB15": "Jsme snad partneři, ne?"
"HASH_858AE515": "To si ze mě snad děláš srandu."
"HASH_5DBA7115": "*mluví japonsky*"
"HASH_67A5D715": "Ale rozhodně tu nehodláme slavit stará vítězství, ať už byla sebepůsobivější. Kdepak, teď si musíme pohovořit o budoucnosti."
"HASH_983C5B15": "Na mrtvou ženskou vydává docela dost desek..."
"HASH_49C60715": "Haló, to je ochranka?"
"BMHAZ_MAYHEM_NUKE_6": "Musíš ve Stilwateru nadělat takovej bordel, že se média budou starat akorát o Svatý, a ne o nějakou blbou havárii... chci říct možnou havárii."
"WFPLAYER_DERBY_ARENA_3": "Vypadá to, že to zjistíme, že?"
"HASH_3580B716": "Ty jsi Gio?"
"HASH_3826C716": "Co je za problém?"
"HASH_6616C516": "Sorry, ale neslyšel jsem tě."
"HASH_0327FB16": "Tetoval jsi Maera pěkně dlouho a ani jednou jsi ho za tu dobu neslyšel mluvit s Jessicou o zásilce?"
"HASH_F6C10D16": "Ta barva je fakt uklidňující."
"HASH_59F71B16": "A bylo to tak?"
"HASH_6CA92316": "Dýchá rychleji a mělce."
"HFPLAYER_DERBY_ARENA_3": "Vypadá to, že to zjistíme, že..."
"HASH_724BBB17": "Máš oheň?"
"HASH_2C7BB917": "Uděláš nějakou prácičku pro veřejné blaho..."
"HASH_0059C317": "Shaundi, ty máš na starosti Syny Samediho."
"BMPLAYER_CC_SUBURBS_1": "Co je to-"
"HASH_F78FFB17": "Jojo, Ultor si pod Mount Claflinem postavil velkou výzkumnou laboratoř."
"HASH_2A93D117": "Hlavu vzhůru, Pierci!"
"HASH_6C92A117": "Oyabun? To kurva ne. Kdy přijede?"
"HASH_7C1BF517": "Pane Akudži, váš syn a já jsme uzavřeli velmi rozumnou dohodu."
"MIKEY_FIGHT_UNIV_3": "Ale hovno. Kdyby mě tam pustili, dokázal bych natrhnout prdel každýmu z těch žabařů, co tam teď zápasí."
"HASH_2D6D7717": "A kde jsi chtěl tu malou schůzku uspořádat?"
"SUNSHINE_SOS09_ATTACK_4": "*Směje se*"
"HASH_CAF50D18": "No to je kurva paráda..."
"BFPLAYER_DRUG_HOTELS_4": "Jo, to bylo zatracený překvapení..."
"HASH_DD6E5D18": "Viděli jste někde Gata?"
"HASH_AE897518": "Na útěk před chlupatýma s dechem vždycky vystačím."
"HASH_993AFD18": "Vypadnout odsud je práce pro dva a nikdo jiný to nechce zkusit."
"MONICA_CLNSWEEP_REDLGT_6": "Proč to potřebuješ vědět?"
"HASH_5C6D3B18": "Někteří to považují za proces století. Johnny Gat, nechvalně proslulý člen gangu, známého pod názvem \"Svatí ze Třetí ulice\", byl loni zatčen při pokusu o vraždu tehdy čerstvě vyznamenaného policejního důstojníka Troye Bradshawa. V následném procesu byl Gat usvědčen z jednoho pokusu o vraždu a ohromujících tří set osmdesáti sedmi vražd prvního stupně, což mu snadno vyneslo rozsudek smrti. V průběhu uplynulého roku podávali Gatovi právní zástupci odvolání za odvoláním-"
"HASH_2FF02D18": "Zapomněl jsem, že to je dneska."
"HASH_E0119319": "Tohle není žádnej zatracenej špiónskej film, Carlosi. Můžeš se otočit?"
"HASH_E522C519": "Dohodnuto. Ale nemůžu slíbit, že tvůj obchod znovu nevyberu, až budeš mít diamanty."
"HASH_42B76B19": "Radioaktivní..."
"BFPLAYER_ESCORT_SUBURBS_6": "Takhle se mluví se zaměstnancem?"
"HASH_DBE42719": "Díky poldům se naběhám víc než dost."
"HASH_99748319": "Jsi připravený vypadnout?"
"HASH_C18F6319": "Chci jenom něco zapálit, nemusíš mi prodávat..."
"LI_GUARDIAN_CTOWN_6": "Nějaký problém?"
"HASH_4C212D19": "Hehe, ty seš generál?"
"BMPLAYER_SWEEP_SUBURBS_2": "Ty si vážně myslíš, že si lidi budou kupovat baráky v místech, který jsou plný sraček?"
"BLAKE_TORCH_APTS_3": "Ti ožralové z Gammy zmlátili naše stepaře a teď si myslí, že jsou kurevsky nejlepší. Potřebujem, aby jim někdo srazil hřebínek."
"WFPLAYER_FUZZ_PROJ_3": "Nechat se mlátit kvůli tvým klientům se mi moc nezamlouvá."
"HASH_2B85711A": "To se uvidí. Jdeme, Carlosi..."
"BFPLAYER_FRAUD_FACTORIES_1": "Jak se má doktor?"
"HASH_C9B4491A": "Nejspíš ne."
"HASH_8B24ED1A": "Ne."
"WMPLAYER_MAYHEM_SHANTY_2": "Má velkou podporu?"
"WMPLAYER_FUZZ_PROJ_1": "Co se děje, Lee?"
"HASH_F6B4671A": "Jo, striptýzovej klub Teinay - to byla klasa, tahle laciná špeluňka mu nesahá ani po kotníky."
"HASH_BD32B51A": "Co, ty jsi někoho podplatil?"
"HASH_D352A11A": "Ahoj Troyi."
"HASH_DD1DBF1B": "Jo..."
"HASH_83D9351B": "Jo, striptýzovej klub Teinay - to byla klasa, tahle laciná špeluňka mu nesahá ani po kotníky."
"HASH_BCD91B1B": "Nejspíš ne."
"HMPLAYER_FIGHT_PRISON_6": "Jak drsná je konkurence?"
"HASH_1F14FF1C": "Vážně, jsi hotová primadona."
"HASH_97A9831C": "V pohodě, to zvládnu..."
"BFPLAYER_SWEEP_REDLIGHT_6": "Potřebuju jméno vodhospodářský společnosti, co s ní má město smlouvu."
"HASH_24EF711C": "Přemejšlím nad tim..."
"HMPLAYER_CC_SUBURBS_1": "Co je to-"
"HASH_153BA91C": "Přesně tak to myslím - rozdělíme Stil-"
"HASH_9CEB751C": "Přivedl nás přímo k nim."
"HASH_DDC4FF1D": "Jsi ok?"
"HASH_8272BB1D": "Hehe, slyšíš to? Tenhle sráč si myslí, že je- A KURVA!"
"HASH_60B70B1D": "Tak co máš za nabídku?"
"HASH_B2A3951D": "Cože?"
"HASH_C211F31D": "Tetoval jsi Maera pěkně dlouho a ani jednou jsi ho za tu dobu neslyšel mluvit s Jessicou o zásilce?"
"HASH_350AED1D": "Vypadá to snad, že si dělám srandu?"
"HASH_028CEF1D": "V pořádku, Jaime, letos se asi nezúčastním. Jo, a Jaime?"
"HASH_58519B1E": "Čekáme na tebe."
"WFPLAYER_DRUG_AIRPORT_1": "Můžeš mi pomoct?"
"HASH_8ABD191E": "Zrovna jsem s tím chtěl uhnout, pane Muellere, jsem velký fanda."
"HASH_653E911E": "Hele, Shaundi, randíš s někým, kdo dělal v nějaký pyramidě?"
"HASH_740F0D1E": "Hej Blakeu, co pro mě máš?"
"HASH_BBDEA11E": "Jdi se vycpat, Vogele."
"HASH_320E7D1E": "Počkej, člověče - myslím tím, že se mi líbí tady tenhle úžasný barák a tak. Ale co když začnem přímo tady? Vtrhnem do kasina, vystřílíme všecky ty hajzly a seberem jim prachy. Co ty na to?"
"HASH_6891751E": "Víš, že jsem rád, žes to zmínila? Mám tady pár fotografií, které bych rád divákům ukázal, tedy pokud nemáš nic proti."
"HASH_5EB2BD1E": "Co si jako zdejší student myslíš o drogovém problému, s nímž se tento kampus potýká?"
"HASH_2D3CC91F": "Čekáme na tebe."
"HASH_5DBB271F": "Těžce dýchá"
"HASH_549E6720": "Řekl jsi chlapům, ať se o to postarají?"
"HASH_B3280B20": "Díky."
"HMPLAYER_FRAUD_MUSEUM_3": "Dobře."
"HASH_AE7BAF20": "Kape ti na karbid? Dej mi svátek!"
"HASH_D8A55520": "Nikdy jsem nemyslel, že budeš takhle poníženě prosit, Julie."
"HASH_F8AED920": "Nechápu, co to tady provedli."
"HASH_F528F720": "Neboj, zlato, když přijde na drogy nebo na čmáranice, jsem nejlepší."
"HASH_15F86320": "Tak mě nech jít."
"WFPLAYER_ESCORT_SUBURBS_1": "Vypadáš spíš jako šprt, než jako pasák."
"HASH_5496F721": "Určitě. Uvidíme se doma."
"HASH_C6455921": "Díky."
"HASH_DDEF6921": "To nic, tady je plán: Pierci a Shaundi, vy dva vyrazíte do ulic a zničíte co nejvíc věcí, který patří Ultoru. Když po nás chtěj jít, tak ať si to pořádně odserou. A Gate, my dva půjdem do tý pyramidy."
"HASH_AC3BE121": "Jo."
"HASH_B2C3A521": "Protože je mrtvej, tak bys mu to určitě nandala."
"HASH_2D202721": "Já myslel, že ho budeš chtít na chvíli vidět."
"HASH_A28B9D21": "Spíš let. Podívej, vím, že si myslíš, že jsi frajer, ale tušíš vůbec, kde jsi? Beze mě bys hodiny bloudil po vězení. I kdyby se ti podařilo tak dlouho schovávat před bachaři a kdybys fakt dokázal najít cestu ven, zjistíš akorát to, že trčíš na zatraceným ostrově a jsi totálně v hajzlu. Jsem si zatraceně jistý, že pobřežní hlídce uplavat nedokážeš."
"HFPLAYER_DRUG_HOTELS_7": "Už jdu, už jdu. O tohle bych nerad přišel."
"HASH_6C2A9722": "Sám jsi řekl, že většina lidí je buď mrtvých, nebo kvůli Troyovi bručí... Musíme začít od nuly."
"HASH_D4153722": "Neposer to, Pierci, nemám na to náladu."
"HASH_3756C122": "Opravdu?"
"HASH_57D11922": "Ne."
"HASH_A093CB22": "Překvapuje mě, že si po pěti minutách běhu nevykašleš plíce, natož po pěti mílích."
"HASH_60C60D22": "Si ze mě děláš prdel."
"HASH_A997CB22": "Tak dobrá, teď musíme v klidu sedět, chlapi tady budou každou chvíli."
"HASH_3D135F22": "A teď na jejich místo nastoupily tři nové gangy."
"HASH_9E951F23": "Potom, co jsi ho pocuchal, nechal jsem jednoho svýho člověka dohlížet na Donnieho krám. Maero se tam šel kouknout a při odchodu mířil přímo do doků, nejspíš šel za nějakým obchodem. Nevím, co se děje, ale do doků teďka míří konvoj Bratrstva. Zkus unést jeden z jejich náklaďáků, přidat se ke konvoji, dostat se na místo setkání a pak odkráglovat všechny šmejdy, co se ti připletou do cesty.\n21000"
"HASH_46CE0923": "Ustup."
"WFPLAYER_DRUG_HOTELS_7": "Už jdu, už jdu. O tohle bych nerad přišel."
"HASH_E468F123": "To se nebojíš vylézt jen tak ven?"
"HASH_A1786523": "Neposer to, Pierci, nemám na to náladu."
"HASH_423B9323": "Opravdu?"
"HASH_09BD4123": "Tak jaký je plán?"
"BMPLAYER_PIRACY_DOCKS_2": "Jo, co mám sebrat?"
"HASH_E7789923": "Vyrobit to nebude problém, dám ten recept Shaundi."
"HASH_E237DB23": "Potřebuješ mě."
"WFPLAYER_SWEEP_REDLIGHT_1": "Máš hezkou kancelář."
"HASH_C3E10B24": "Jsi na místě, Johnny?"
"HASH_D438FF24": "Udělej pro mě něco: až otevřeš ten kufr, tak si jenom pamatuj, žes mi měl udělat lepší nabídku než 20 procent."
"HASH_ED930B24": "Shaundi, ty máš Syny Samediho."
"HASH_47D1DB24": "To si děláš srandu."
"HASH_769E0724": "Tak sakra vysoukej tu prdel z mýho auta!"
"HASH_F81A8524": "Jo, to by bylo super."
"HASH_C588BB24": "Říkej jim, jak chceš, ale skutečnost je taková, že mají vážně velký pušky. Je mi líto, že jsem nemohl zachránit tvý přátele, opravdu. Ale Ultor už víckrát nebude skákat, jak ty pískáš. Jestli se sem ještě někdy vrátíš, nechám tě na potkání zastřelit."
"HASH_B1237325": "Tohle je rybárna Spackle. Veteren Child mě sem vzal na první rande a cpali jsme mražený ryby prachem... ach jo, starý zlatý časy. Ale od tý doby se moc nezměnilo a Samedijci pořád ty sračky stěhujou na rybářskejch lodích. Tak jim to trochu oslaď - vyber ryby z mrazáků a celou jejich transportní loď vyhoď do vzduchu.\n17000"
"HASH_FB64BD25": "Víš to jistě?"
"HASH_E4317D25": "Neměl jsem na vyb-"
"HASH_38EDD525": "Tak chceš naši pomoc, nebo ne?"
"HASH_7C7E4125": "Řada liberálů tvrdí, že korporace, jako je Ultor, jsou součástí problému. Že jejich přístup \"k čertu s komunitou, záleží jedině na zisku\" ničí Ameriku."
"HASH_23B6FF25": "Johnny, kdo to je?"
"HASH_15AE4925": "Tvého ega už máme plné zuby."
"HASH_A6B31326": "Vím. Musíme naše zboží ukrýt, až se Roninové vrátí, chci, abysme byli připravený."
"HASH_99B33D26": "Myslíš, že jen kecá?"
"HMPLAYER_SNATCH_DTOWN_5": "Ne, já jsem-"
"HASH_AE503526": "Kde jste sakra byli?"
"HASH_A5F93726": "Neboj, já se o to postarám - jako vždycky."
"HASH_ECDE6F27": "Myslíš, že jen kecá?"
"HASH_D3DE4127": "Vím. Musíme naše zboží ukrýt, až se Roninové vrátí, chci, abysme byli připravený."
"HASH_C6689127": "Až tě naj-"
"HASH_1FAC1D27": "Je to čím dál lepší."
"HASH_6A975527": "Lichvařina už nenese?"
"HASH_64CE6927": "Jen to zkus."
"HASH_C080F927": "Ale no tak, myslíš, že ti dám obyčejnou žárovku?"
"ARCH_CC_SUBURBS_1": "Jsem Archibald Nice. Strašně rád vás vidím, posaďte se, posaďte se..."
"HASH_255EF928": "To se nebojíš vylézt jen tak ven?"
"HASH_98D98528": "Kdy se vrátíš?"
"HASH_A7D15528": "Očividně se mýlíš."
"HASH_88E5C728": "Wong Sheng Tai o tobě mluvil s velkým uznáním."
"HASH_0F1C8F28": "Co se děje?"
"HASH_2538E928": "Myslím, že ti sráči tu jezdí v obrovskejch kárách a machrujou."
"HASH_282C6F28": "Zavři hubu, otoč tu zatracenou káru a ať už jsi tady."
"HASH_9AC8F329": "Vypadá to, jako bych něco prodával?"
"HASH_EDB4D729": "Za jak dlouho se vrátíš?"
"HASH_E21AC529": "Chceš být zabijákem a mít přitom svědomí? No dobře, zahoď svý barvy a napiš knížku v kingovským stylu, ale ke mně už víckrát nelez."
"BMPLAYER_SWEEP_REDLIGHT_1": "Máš pěknej kancl."
"AMFRAT_SOS08_CUT02_1": "Potřebuju to."
"HASH_3781972A": "Postarej se o to, Dane. "
"HASH_1CA74F2A": "Ty si myslíš, že odsud odejdeš?"
"HASH_57219D2A": "Kde je Johny?"
"WFPLAYER_FRAUD_MUSEUM_6": "Chtěl jsem to jen vědět."
"WFPLAYER_FUZZ_SUBURBS_2": "Pořád tomu nerozumím."
"HFPLAYER_FUZZ_PROJ_5": "Fajn že nesoudíš, jak dělám svou práci."
"HASH_69CA1D2B": "Ty si myslíš, že odsud odejdeš?"
"HASH_094DC52B": "Tohle by mohlo probíhat líp..."
"VINNIE_CROWDCONT_HOTELS_5": "Jo. Mike a Dan se rozhodli stát profesionálníma hráčema pokeru, takže jsem si řek, že přišel čas pustit se do něčeho většího a lepšího..."
"HASH_B383892B": "Vedle mě stojí policejní náčelník Troy Bradshaw. Náčelníku, jak pokračuje vyšetřování?"
"HASH_093C572C": "Vidím to tak, že když jsme jim čmajzli všecky drogy, zlikvidovali trh se sametovým práškem, zabrali jim území a zabili vůdce, jsou Samedijci definitivně v prdeli, na to vsadím boty."
"HASH_F507D72C": "Já se na to díval."
"HASH_EDB4772C": "Za nás to byla klasika."
"HASH_363C792C": "Kdo?"
"HASH_A5F8612C": "Jen to zkus."
"HASH_DE9A152C": "Je to čím dál lepší."
"BMPLAYER_ESCORT_SUBURBS_1": "Vypadáš spíš jako šprt, než jako pasák."
"RICHIE_DRUG_AIRPORT_3": "To samý, cos dělal pro bratrance. Já se starám o kšefty a ty se zas o to, aby mě nikdo neposlal do basy ani pod kytky."
"HASH_FA48A32C": "Dítě mě polilo nějakou sračkou. Fakt si myslíš, že to neodnesu vyčistit dřív, než ten flek zaschne?"
"HASH_43512B2D": "Kdo?"
"HASH_7C51052D": "Vidím to tak, že když jsme jim čmajzli všecky drogy, zlikvidovali trh se sametovým práškem, zabrali jim území a zabili vůdce, jsou Samedijci definitivně v prdeli, na to vsadím boty."
"HASH_3EE8472D": "O čem to mluvíš?"
"HASH_A686592D": "To si fakt myslíš, že budu věřit někomu, koho ani neznám?"
"HASH_FBA16D2D": "Šéfe, jsi tam?"
"HASH_8D49452D": "Pane Sluníčko, no tak chlape, neblbni, kde je zboží?"
"WFPLAYER_FIGHT_UNIV_5": "Fakt? Tak proč nepopoběhneš a nestihneš to?"
"HASH_6E016B2E": "Jsi sjetej? Nebo si jen nepamatuješ, že jsem ti řekl, že nemám čas stát ti za prdelí."
"BFPLAYER_FIGHT_PRISON_5": "A stráže se potají sází bokem, co..."
"HASH_98F44D2E": "Už dvakrát jsem ho zmáčknul, takže vsadím boty, že už je ze hry, ne-li rovnou mrtvej."
"HASH_3A52B52E": "Víš to jistě?"
"BMPLAYER_HIJACKING_FACTORIES_4": "Tak popros taťku."
"BMPLAYER_DRUG_HOTELS_3": "Nikdy bych nevěřil, že bys mohl dovopravdy makat."
"HASH_9E1C252E": "Tam nemůžeš jen tak vpadnout!"
"HASH_D81D552E": "Je mrtvá, fakt se musíš ptát?"
"HASH_1B6C392F": "Jsi sjetej? Nebo si jen nepamatuješ, že jsem ti řekl, že nemám čas stát ti za prdelí."
"HASH_6AB0292F": "No jo."
"HASH_6FEAC52F": "Johnny, budeš zas v pořádku."
"HASH_B7A80F2F": "Tak sakra vysoukej tu svou prdel z mýho auta!"
