# TODO: Translate to Simplified Chinese
# Source: voice_us.txt
# Format: "KEY": "Chinese translation"
# Total entries: 16797

"HASH_B9F9F000": "也许待会儿吧，行吗？"
"HASH_A7659DCE": "过来，你这个小怪物。"
"HASH_4DF1B9CE": "你能让我们重新进入潜行状态，对吧？"
"HASH_648D19CE": "干得好！我们脱离齐恩飞船了。"
"HASH_C27981CE": "这才像话嘛……"
"HASH_FE6E1DCE": "这回看起来像我们找的东西了。"
"HASH_2EECFDCE": "老兵之子怎么了？"
"HASH_5C3E9DCE": "离她远点，老兵之子。"
"HASH_D85AB9CE": "真的吗，C.I.D.？你现在就来提要求？"
"HASH_8A3B3DCE": "给，我给你载入一个训练程序，让你试试你的能力。"
"HASH_80DB75CE": "干得好。现在干掉那个守卫。"
"HASH_E48FF5CE": "行，但我最好能从中得到什么。"
"HASH_90E2EDCE": "天哪。为什么现实世界没有这种东西？"
"HASH_42F6C5CE": "我们为什么不先去那里？"
"HASH_310C61CE": "她到底想干什么？"
"HASH_6C45A5CE": "我们现在怎么样？都还好吗？"
"HASH_268631CE": "金吉！"
"HASH_11E3E9CF": "皮尔斯，你可别瞒着我。"
"HASH_F6159DCF": "别难为她了，哥们，她压力很大。"
"HASH_B352A9CF": "唯一在毁掉这个国家的人，是我！"
"HASH_905A29CF": "马特！阿莎！我们知道什么？"
"HASH_BAFC7DCF": "所以你现在玩得开心了？"
"HASH_7F3EFDCF": "我觉得僵尸跟对抗齐尼亚克真没什么关系。"
"HASH_58C7E1CF": "马特，兄弟，你要是不想办法给我弄件武器……"
"HASH_432069CF": "莎蒂，住手！你没杀强尼，记得吗？是菲利普杀的！"
"HASH_ACA5FDCF": "马上办。"
"HASH_058341CF": "直升机在这边！"
"HASH_AFC0ADCF": "我有个计划！"
"HASH_A0D10DCF": "你看到他有多平静了吗？也许那能让你不至于怯场什么的。"
"HASH_649C71CF": "干得漂亮，马特！"
"HASH_D1C501CF": "齐恩人到处都是。保持警惕！"
"HASH_64FB6DCF": "照顾好自己。"
"HASH_37CBD9CF": "人是会变的，金吉。看仔细点。"
"HASH_1B1FD9D0": "超能力？我们还是按老办法来吧。"
"HASH_C2CE2DD0": "你给它起名保罗，有什么原因吗？"
"HASH_1D7B21D0": "你们俩处理那个，我来搞定这些家伙。"
"HASH_79696DD0": "我来对付C.I.D.们！"
"HASH_40F491D0": "这本来不关我事，但既然你把我拉进来了，我觉得你们俩都能从对方身上学到些什么。自己体会吧。"
"HASH_431E99D0": "删除"
"HASH_62A19DD0": "听着，我得跟你说件事……你每座城市都有前任，还愿意上相亲节目，却从来不肯给我一次机会，这件事一直让我抓狂。"
"HASH_994D19D0": "盖特，在我开门的时候你对付这些家伙。"
"HASH_732929D0": "删除"
"HASH_332F8DD0": "该死！"
"HASH_352D0DD0": "对抗黑夜生物的战斗还没结束。你得接过火炬，马特。替弗兰克林·奈特继续下去。"
"HASH_DABB95D0": "55分钟？！那也太长了，起码多出了52分钟！"
"HASH_DC5911D0": "建议呢？"
"HASH_350E7DD0": "齐尼亚克炸了地球，他还有资格生气？"
"HASH_A28EA1D0": "我跟你说，跳舞是我的热情！"
"HASH_56EDC9D0": "*叹气* 金吉，别说话了。"
"HASH_61FD9DD0": "我现在就差个英国腔了。"
"HASH_DB5195D0": "你没算到我吧？"
"HASH_4379B9D0": "抱歉。随便吧。"
"HASH_6B6465D0": "金吉。我有机甲。我会没事的。"
"HASH_3C9F05D0": "哦，拜托！"
"HASH_B86631D1": "不过还是我来开车。"
"HASH_69130DD1": "这东西可能是自己出毛病了……"
"HASH_42FD45D1": "但你打算怎么做？"
"HASH_24C799D1": "哇哦！"
"HASH_1E6F59D1": "干得好。我相信你会有很多机会用到它。"
"HASH_9A7725D1": "我嘴里还能尝到黏液味。"
"HASH_7C51FDD1": "C.I.D. 要过热熔毁了。做点什么给他降温！"
"HASH_D2EEDDD1": "我就快到护盾了，要是你再不快点，我就要坠毁爆炸了。"
"HASH_8223C5D1": "C.I.D.，你能把它们打下来吗？"
"HASH_A8DD49D1": "哦，你知道的，五零年代情景剧。"
"HASH_18090DD1": "*叹气* 要是那个疯猫男还在，我们就把他喂给齐恩。"
"HASH_321971D1": "有没有什么薄弱点？"
"HASH_1BEF21D1": "你又棒又能干，金吉！"
"HASH_411F8DD1": "没人能替代你，约翰尼。"
"HASH_7F6435D1": "不是现在！我需要静心。"
"HASH_35559DD2": "为什么我不能把所有人都带走？那更容易。"
"HASH_F19939D2": "快跑！是我那个疯前任！"
"HASH_4F8059D2": "待在我身边，马特！"
"HASH_A49209D2": "听着，我们就在船上找那个最大、最亮的东西，把炸弹贴上去。"
"HASH_C5A719D2": "快点。"
"HASH_BBA1A1D2": "那去下一个传送门？"
"HASH_D59389D2": "那颗卫星，它周围有护盾！"
"HASH_E4CE75D2": "金吉，我觉得我们的到来被预判到了。到处都是齐恩人。"
"HASH_5E9115D2": "在合适的派对上，我觉得这行得通。"
"HASH_5470A1D2": "你找到塔尼娅了？"
"HASH_3A4D11D3": "……哈。"
"HASH_8446F9D3": "走吧，金，我们出发。"
"HASH_E57D91D3": "该认真起来了，给这些狗娘养的上坦克。"
"HASH_35FC51D3": "我不想让我们的关系有什么改变。"
"HASH_FA0EE5D3": "没事。我们继续走吧。"
"HASH_62CB85D3": "算不上轻松，但我快搞定了。"
"HASH_1CFD51D3": "你明白就好，亲爱的。"
"HASH_F45C6DD3": "我不这么认为。似乎只有几个真的在生成力场。其余的应该是容易被摧毁的诱饵。"
"HASH_DD088DD3": "我们现在真的没资格拒绝帮助……能出什么岔子呢？"
"HASH_1E82F1D3": "这是飞船？什么鬼？"
"HASH_3A753DD3": "等等。他不是该死了吗？"
"HASH_F93D99D3": "那就让我专心对付我们正在追的这个家伙。"
"HASH_B502F5D3": "哦，就这？小意思。你去接其他人？"
"HASH_436941D3": "马特，我怎么不能说脏话了？"
"HASH_3D81C9D3": "我给你找了个身体，我就该乖乖相信你会帮我？"
"HASH_AB3815D3": "啊啊啊啊——！"
"HASH_62BD61D3": "操，我觉得皮尔斯就算死了也不会停下脚步。"
"HASH_40AB01D3": "我等不及要拿这东西给皮尔斯看看……"
"HASH_44D925D3": "嘛，还算没太糟。"
"HASH_0019B9D3": "我们有好多枪，能干掉一大堆混蛋。"
"HASH_07A965D3": "好吧，跟预期不太一样……"
"HASH_58B005D3": "嘛。看来我有大把时间在这闲着了。"
"HASH_FCED31D3": "但我觉得我们要追的是——"
"HASH_2A5591D3": "嘿，多丽丝！我们待会儿还打网球吗？"
"HASH_C3BF51D3": "我们玩……"
"HASH_678A79D3": "希望挑战者明白，玩火是没好下场的。"
"HASH_AA8D1DD3": "因为我觉得——"
"HASH_E925BDD3": "皮尔斯，你介意给我解释下这怎么回事吗？"
"HASH_FB0141D3": "该死！"
"HASH_61EE8DD3": "如果管用，没问题。"
"HASH_788735D3": "嘿，多丽丝！我们网球还约吗？"
"HASH_7FB541D4": "抱歉，没空说话。"
"HASH_75C181D4": "钥匙？钥匙没有零件。"
"HASH_55B6ADD4": "我就知道我们会找到他，现在我们可以杀了那个狗娘养的了。"
"HASH_847821D4": "天哪！我居然还真有点听懂了。哈……"
"HASH_907E3DD4": "所以我只要重砸地面就行？"
"HASH_35E5CDD4": "这就像一本旧谋杀案受害者的剪贴簿……他们是从哪儿来的？"
"HASH_402215D4": "为了自由女神！"
"HASH_AA1735D4": "没错。或者一支基尔班大军也行。"
"HASH_55EB69D4": "（这话我憋了太久了。）"
"HASH_E5805DD4": "谢谢你帮我这个忙。至少现在我对齐恩编程不算两眼一抹黑了。这是给你的升级，虽然我知道你更喜欢那身行头。"
"HASH_55289DD4": "皮尔斯？搞什么鬼，他不会这么说的。"
"HASH_DE02B5D4": "我想看你怎么端掉一个齐恩热点。"
"HASH_4B2AF5D4": "要是我最爱的俄国大个子在后面看着我就更开心了。"
"HASH_503579D4": "奖品室！不错。"
"HASH_BB7071D5": "所以，如果这些数据玩意——"
"HASH_D8A839D5": "删除"
"HASH_C77C65D5": "我靠..."
"HASH_5E67B9D5": "继续说……"
"HASH_692F65D5": "金吉，我们是不是——"
"HASH_6E86D9D5": "嘿，那次他差一点就成了！"
"HASH_6A84ADD5": "那简直太像动作电影里的硬汉了，金吉。"
"HASH_5EE9D9D5": "基思，搞什么？"
"HASH_F00811D5": "我在哪？"
"HASH_DF9089D5": "不。不知道齐莫斯有没有事，但奥列格他……嗯……"
"HASH_AB34EDD5": "哦妈的……我嗓子什么味儿？"
"HASH_0D1385D5": "怎么回事？"
"HASH_8DA3E5D5": "是啊，我在。"
"HASH_35DD4DD5": "我在这该干什么？"
"HASH_402511D5": "收到。"
"HASH_48E3D9D5": "好吧……我想那也是一种选择。"
"HASH_01088DD5": "看，我就知道盖特在这里。"
"HASH_43DF25D5": "你能做点什么让它快点吗？"
"HASH_DC8A61D6": "你把它砸下来了，对吧？"
"HASH_34C255D6": "你以为你能来这搞我的国家？"
"HASH_60FD51D6": "我一直在忙这个，我想我已经建好了正确的密码本……"
"HASH_1E9485D6": "你会对我另眼相看……"
"HASH_CB5FA9D6": "一扇门。真……完美。"
"HASH_AD7699D6": "嘿，我只是——"
"HASH_D4F181D6": "我现在就差个英国腔了。"
"HASH_73FA65D6": "我在等什么，金吉？出什么事了？"
"HASH_D78A81D6": "删除"
"HASH_F6ECA9D6": "我听说另一个年轻版莎蒂，曾经在一本男性杂志上摆过挑逗姿势。你碰巧有可以借我看的杂志吗？"
"HASH_3C0765D6": "哦老天……"
"HASH_46548DD6": "莎蒂，轮到你发光了……"
"HASH_623B61D6": "就像一场发烧梦……一个装满美丽机器人的发烧梦……"
"HASH_7E1E51D6": "我不这么觉得。哈哈哈。"
"HASH_7A8EB9D6": "该死，金吉，你最好——"
"HASH_CDE6B1D7": "正在为你加载另一个训练程序。"
"HASH_F29BB9D7": "会……"
"HASH_307201D7": "我们从哪儿开始，金吉？"
"HASH_C7F26DD7": "什么？哦，不，不是那事。她说她能这么放松，部分原因是有别人替她干所有难活。她说得对，这招真管用！"
"HASH_CFBCC5D7": "我不知道……"
"HASH_699301D7": "这种东西到底有多少个？"
"HASH_850271D7": "没事的兄弟……你安全了……"
"HASH_0B25CDD7": "金吉，莎蒂在哪儿？"
"HASH_CA0DCDD7": "不，那些只是记忆模块。另一个停靠坞才有重力抑制器。"
"HASH_215549D7": "马特从钢港城之后就开始改变了。他加入了军情六处，帮我们干掉了赛勒斯·坦普尔，而且，你知道的，他还挺有用。"
"HASH_DC4EADD7": "我们到了，老大！"
"HASH_C80D09D7": "奥列格！你还好吗？"
"HASH_C581A9D7": "嗯，我不确定。我得查查。"
"HASH_C9EC61D7": "等VIP的直升机一到。在那之前，她仍由我们看管。"
"HASH_371EDDD7": "这也是你计划的一部分？"
"HASH_F24B41D7": "这不是斯提尔沃特的另一个默认玩家吗……"
"HASH_567DB9D7": "他们怎么能指望我没武器就搞种族清洗？"
"HASH_E94B41D7": "你真非得让我脑子里有这个画面吗？"
"HASH_7CBA69D7": "哎哟！这会很疼。"
"HASH_487F3DD7": "我没意见。"
"HASH_B7E161D8": "C.I.D.，为什么什么都是目标？"
"HASH_3C59D9D8": "*叹气* 就当我没说过「球」吧。"
"HASH_119069D8": "他们好像一直处于攻势，金吉……"
"HASH_1C1CADD8": "行，那不漂浮的部分呢？"
"HASH_6B6805D8": "为了旧日时光，再来一次！"
"HASH_A6EA19D8": "你可别爆炸……"
"HASH_8A152DD8": "好，我们去找最后一个。"
"HASH_179F29D8": "嘿，我不是在抱怨。不过快点更好，莎蒂。我们正在被攻击。"
"HASH_DAEE89D8": "如果不知道自己为什么做某件事，那为什么要做？"
"HASH_063E4DD8": "我需要找到看起来重要的东西……"
"HASH_479B0DD8": "希望不是食谱书。"
"HASH_05880DD8": "别担心，亲爱的……我罩得住。"
"HASH_3C7C59D8": "操！这位仁兄进场可真够生猛的。"
"HASH_E08F1DD8": "我们拿到需要的东西了，所以……"
"HASH_D01E71D8": "气死我了。看来朱利叶斯在这里还管着圣徒。"
"HASH_637811D8": "但你能保证他们不会，对吧？"
"HASH_8021F9D9": "在移动中？好，让我试着找个办法……"
"HASH_99D8D5D9": "来吧，你在那游戏里把基尔班打得落花流水。"
"HASH_512D51D9": "我在救你！"
"HASH_32352DD9": "是时候让癌症成为全民公敌了。"
"HASH_E6BFC5D9": "哦。赛勒斯。你最好把这话收回去。"
"HASH_28F541D9": "来吧，给点信任，金吉。"
"HASH_7B3BA5D9": "*叹气* 我早该知道的。"
"HASH_295959D9": "看，你只需要说这些就够了！"
"HASH_C323DDD9": "他刚把塔米炸了……"
"HASH_C5A659D9": "别担心，我们跟你在一起。"
"HASH_E35F85D9": "嘛，至少保洁员饭碗稳了。"
"HASH_6A6915DA": "是啊，那太棒了。等等，这事还没完？"
"HASH_E973EDDA": "比起把我关起来的时候，我更喜欢它们现在的样子。"
"HASH_A35AADDA": "那我们能聊聊你为什么又要杀我吗？"
"HASH_42AECDDA": "你看看这个……"
"HASH_C0AD6DDA": "搞什么鬼？"
"HASH_FCBCB5DA": "有座「如你所愿」影像塔还在齐恩的控制下。老大，把那玩意儿炸开！"
"HASH_4BD5EDDA": "那问题出在哪？"
"HASH_CD95D9DA": "你能做到？不用马特？"
"HASH_CBA5CDDA": "上车！上车！"
"HASH_040355DA": "我给你找了个身体，我就该乖乖相信你会帮我？"
"HASH_241BA9DA": "金吉，我信任你……"
"HASH_E1E025DA": "金吉在那儿。给我弄点火力来。"
"HASH_CFCDBDDA": "你知道的。干掉了一些恐怖分子，当上了美国总统。还清了国债，坐了空军一号。"
"HASH_537CD9DA": "把这玩意儿降低！"
"HASH_33702DDA": "军情六处真的会被叫去陪电视记者购物吗？"
"HASH_0B9CA1DB": "啊，怀旧带来的甜蜜痛苦。熟悉的面孔，名字大多刻在墓碑上……"
"HASH_D65999DB": "奥列格！你还好吗？"
"HASH_96D0E1DB": "我想是吧……"
"HASH_D434ADDB": "妈的。"
"HASH_9A7C35DB": "等等，我没听错吧？"
"HASH_AEC8B5DB": "好，我们先去办毒品交易，再去对付老兵之子。"
"HASH_6D6A81DB": "我一直在搜索模拟世界，到现在还没找到他们俩的踪迹。"
"HASH_5B2D81DB": "她说我们必须赶到雕像那儿。"
"HASH_555D4DDB": "哦。哦哦。"
"HASH_F5EFD1DB": "去他妈的……"
"HASH_B2F935DB": "看来有几位不速之客想来搅我们的局！让派对开始吧！"
"HASH_5A4F75DB": "也许你该多听听自己的心声，别总是对所有事都那么紧张。"
"HASH_44D021DB": "这说明齐恩人正在给剩下的牢房增加安保。我觉得我们在这儿只是打断了这个过程。香蒂说得对。"
"HASH_55B6B1DB": "好吧好吧，我收回。"
"HASH_617F2DDB": "无意冒犯，你们俩，但我一直以为这个时候我们会躺在里约的海滩上，大口吃着寿司、喝着龙舌兰。"
"HASH_0D75DDDB": "你们俩有感觉吗？"
"HASH_DBA775DB": "你确定她没有感染更多人？"
"HASH_E6696DDB": "删除"
"HASH_6B1A21DB": "什么都别碰！"
"HASH_83EC11DC": "什么……？"
"HASH_7BDC71DC": "听起来太棒了！"
"HASH_2CDCADDC": "这到底是什么地方？这些都是人。"
"HASH_208A81DC": "皮尔斯，这事全交给你了。我可不想跟你的那些疯狂罐头人待在一起。"
"HASH_482D85DC": "但后来我意识到阿莎没有帮手根本做不到。"
"HASH_636D55DC": "嘛，至少这次我不用审问任何人。"
"HASH_8318C9DC": "非得每次都这样吗？"
"HASH_B98E21DC": "怎么有两个我了？！"
"HASH_347BEDDC": "说得对。金吉，我们有对讲机吗？"
"HASH_93F489DC": "搞什么？"
"HASH_D52B9DDC": "我当然做到了！我只是……忘了。"
"HASH_5D8405DC": "这他妈怎么回事，皮尔斯？"
"HASH_F889E9DC": "哦*哔*！"
"HASH_48B40DDC": "嘿，金吉，我赤手空拳怎么去救马特？"
"HASH_00A43DDC": "就在这，在这座宇宙舞台上，我要再一次向齐恩帝国证明，他们为什么要效忠于我！"
"HASH_8A2A35DC": "你能帮什么忙都好……"
"HASH_9F6FC9DD": "如果金吉那丫头真像大家说的那么聪明，我们得尽快把她弄回来。"
"HASH_07F321DD": "早上好，邻居！"
"HASH_3B51E9DD": "嘿！至少我不是个装逼的性冷淡——"
"HASH_F72A19DD": "除了一个能怼那个自大狂混蛋的机会之外你还想从我这里得到什么？"
"HASH_53D441DD": "目标是谁？"
"HASH_2D6585DD": "好吧，我继续在这里做我能做的。"
"HASH_DF9749DD": "等等，我在这儿！"
"HASH_B36E59DD": "驳回，驳回。"
"HASH_C901E1DD": "金吉，我谢谢你的帮忙，但我不需要那辆坦克吗？"
"HASH_15BA09DD": "哦。嘛。抱歉。"
"HASH_127C75DD": "该死？你说该死是什么意思？"
"HASH_ECE4CDDD": "好了。"
"HASH_5AADD9DD": "操操操操操操操操操操操操操操操操"
"HASH_C69A35DD": "哦，那篇演讲我早就准备好了。我想在开始之前多给你一点时间。"
"HASH_747875DD": "嗯！弗莱克尔碧池斯！"
"HASH_993799DD": "马特！你碰了它！"
"HASH_0D3081DD": "别沾血在身上，她有肝炎！"
"HASH_B4A62DDD": "我们杀了那混蛋。"
"HASH_36AAA5DE": "*砰**砰**砰*"
"HASH_53C0E1DE": "上车！"
"HASH_8101ADDE": "这是直接命令，肯津顿女士。"
"HASH_C44B4DDE": "看看那些齐恩的数据应该会有用。有辆车带着我需要你弄到手的程序。"
"HASH_3A20FDDE": "疯笑声"
"HASH_5FBF85DE": "我第一次见奥列格时，他光着身子被绑在一台大机器上。"
"HASH_47F4CDDE": "他们到底怎么找到我们的？"
"HASH_F9D5A9DE": "他刚是不是变成了某种……超级源鬼？"
"HASH_096F71DE": "你……你……你要干什么？"
"HASH_930E89DE": "滚出我的房子！"
